Dx	Dy	Vw	C0	A	Rt
0.879089895	0.80895693	2	11184	9	0.407700129
0.712213936	0.570902856	4	11446	12	0.727232347
0.061820199	0.42438784	1	9563	8	0.520832803
0.870606033	0.748527539	5	8976	8	0.47070567
0.812378969	0.708930467	2	10643	9	0.82330157
0.007094907	0.87778969	1	9854	11	0.284563176
0.078111886	0.298460562	1	11144	10	0.908691737
0.928353075	0.847124707	1	8130	12	0.956187323
0.773837801	0.743183711	5	11468	8	0.997368639
0.129106809	0.046312538	4	8252	9	0.134797124
0.063620649	0.2670956	2	9048	11	0.474540886
0.673888726	0.668408042	5	9753	9	0.172754464
0.740223349	0.303566398	4	8565	8	0.921788931
0.596848979	0.937655516	4	10184	11	0.093594851
0.356543489	0.384916327	2	10071	11	0.733853757
0.200803765	0.341074296	2	10529	8	0.049424314
0.504039867	0.490289341	1	8233	9	0.567055348
0.024913265	0.930195104	3	9121	9	0.579243476
0.152283378	0.825213306	4	10539	12	0.440214822
0.580024457	0.171856035	2	9572	11	0.091850275
0.855225228	0.037846142	4	8018	10	0.122643232
0.94520743	0.113475378	4	8957	10	0.841921573
0.775199735	0.513504348	5	8979	12	0.961926752
0.241354371	0.397803102	4	11771	11	0.291364336
0.793831346	0.011766671	2	9168	11	0.567070764
0.821811663	0.100483902	1	9574	12	0.237702187
0.518346467	0.386610224	5	10644	8	0.288292033
0.242903469	0.010922687	5	10241	12	0.370251684
0.514364974	0.571945407	2	9525	9	0.676928051
0.565682984	0.950760139	4	11658	10	0.224869818
0.8639944	0.701031792	2	10022	12	0.043366875
0.73807435	0.95126503	3	10989	9	0.413873687
0.120054348	0.883709145	5	10151	10	0.939282237
0.245157855	0.189135259	5	11199	11	0.212475343
0.153511013	0.137518943	2	8231	11	0.150345993
0.750394488	0.374279695	1	9887	8	0.866786622
0.412846349	0.273813044	4	8844	11	0.184099967
0.346137644	0.553690495	1	11510	8	0.757008216
0.111172443	0.3476792	2	8771	8	0.680243625
0.407093092	0.626562731	1	11617	11	0.485131358
0.175115426	0.856862751	2	10703	10	0.901601061
0.51298719	0.399112523	5	11010	8	0.32111912
0.767808104	0.459777229	4	10735	11	0.215938099
0.758408409	0.08101145	4	8304	12	0.48356751
0.622699604	0.46219199	4	10223	10	0.697128702
0.788725186	0.870071201	2	9443	8	0.054275618
0.98157864	0.387329761	1	11046	10	0.996491833
0.979592233	0.571697218	2	10858	12	0.592399332
0.218871393	0.562155303	4	9006	11	0.751599884
0.09013631	0.137129166	4	8420	10	0.790851799
0.996345139	0.521694184	3	10847	11	0.855089306
0.311983006	0.041057353	5	11328	12	0.57081041
0.067437061	0.652888642	3	10289	9	0.904646797
0.089824667	0.914192415	3	11818	9	0.132942367
0.264002896	0.755038959	3	10573	8	0.529269219
0.56294939	0.527068397	4	8429	11	0.798585469
0.641015989	0.306127331	2	11344	11	0.980554225
0.475584641	0.128990615	3	9336	12	0.755036854
0.303215338	0.951183098	1	8609	10	0.249802689
0.878123879	0.004117501	3	8841	11	0.967137082
0.673318965	0.303770841	4	9279	10	0.15055404
0.053808452	0.165140219	2	8781	8	0.490806686
0.126535697	0.893674398	2	11322	12	0.859043537
0.335800986	0.975960204	1	10516	11	0.884757291
0.903112458	0.878379804	5	11512	8	0.940222127
0.934685846	0.245671213	5	8322	10	0.806034812
0.661348187	0.880836637	4	10449	12	0.454515361
0.286432662	0.113383163	1	10451	10	0.620867413
0.330781276	0.522046922	2	8813	12	0.508316765
0.27672301	0.539870934	3	11597	12	0.534607523
0.474858234	0.032133281	2	11657	9	0.526391316
0.127915204	0.558374578	2	10781	12	0.220338862
0.230324419	0.124477225	1	10888	9	0.387928541
0.021338337	0.113972527	1	11543	11	0.467736124
0.10507527	0.60606288	3	8638	11	0.523895173
0.148566733	0.31523028	4	8245	11	0.65544348
0.859661155	0.520730542	4	9678	10	0.709243566
0.372585398	0.059294789	5	10439	8	0.266689825
0.769139107	0.546266367	3	10153	9	0.613466633
0.361025833	0.040592034	3	8427	8	0.893177921
0.137108364	0.59069996	5	10753	9	0.469554158
0.946080842	0.248068685	3	8937	10	0.71358289
0.721777966	0.278299918	5	9631	8	0.681943644
0.63800929	0.158417364	5	11947	8	0.373846908
0.501683604	0.373166671	3	9988	10	0.715474222
0.713837081	0.85705843	3	8291	11	0.507253393
0.739814972	0.065206661	5	8779	12	0.300623738
0.265428478	0.774559402	4	11676	10	0.565901217
0.194812861	0.496190668	5	11404	8	0.96979635
0.677479663	0.313770491	3	11290	10	0.248934223
0.304537793	0.016554156	2	8602	10	0.810411732
0.72219456	0.683637686	3	11859	9	0.729206786
0.5530356	0.45254388	2	10982	11	0.933906254
0.172368441	0.853176768	4	9707	10	0.179041319
0.646469162	0.824550863	2	9459	11	0.981294657
0.640796464	0.738511124	2	9412	10	0.120216591
0.228080376	0.794193456	3	10937	8	0.731991049
0.680516628	0.047908027	3	8282	8	0.42340247
0.804378585	0.919838509	5	11141	10	0.013766822
0.128296736	0.268192951	1	9170	12	0.539677064
0.323297206	0.95741611	1	9042	8	0.63800889
0.500874619	0.392833889	4	8189	11	0.44336838
0.440796972	0.149249506	4	11147	9	0.286923619
0.212553156	0.773048157	3	8430	8	0.844531655
0.526291213	0.695036843	1	9581	12	0.077602743
0.650898957	0.523841056	5	8824	8	0.559098277
0.32356159	0.044056438	1	8675	11	0.640167543
0.853204042	0.156573759	2	9526	9	0.317703049
0.201501485	0.205516333	4	9859	12	0.755447192
0.326055533	0.046615194	2	10172	12	0.044468655
0.950913934	0.703866105	4	9414	11	0.450736787
0.916949884	0.855538318	4	8980	10	0.422945737
0.272304481	0.336349129	2	11793	12	0.191727721
0.104210913	0.615052407	1	8574	9	0.005310629
0.885939311	0.939042212	3	9595	12	0.219523828
0.159416029	0.157800258	5	9295	9	0.264930546
0.408062498	0.934396688	2	10912	12	0.222949332
0.411835218	0.263168884	3	11886	11	0.679005387
0.370866191	0.419441099	3	10265	11	0.197141249
0.889447154	0.741449118	4	8067	11	0.925437184
0.771904385	0.141255395	4	11854	8	0.767713188
0.380581313	0.318422425	1	10448	11	0.00428476
0.488505527	0.419288696	2	8518	10	0.225149129
0.153045122	0.931064697	3	8176	12	0.406830752
0.257048997	0.703016397	2	8517	10	0.105477696
0.042450532	0.435187725	4	10494	12	0.276559982
0.359708893	0.504544328	2	8296	9	0.374210758
0.198184173	0.942124022	1	11824	11	0.814189462
0.307126257	0.443622003	2	10446	12	0.336801545
0.994699739	0.313413889	5	8493	10	0.317912331
0.968724686	0.096505294	3	10760	12	0.291841801
0.496566576	0.335474727	5	8383	10	0.125825689
0.853165914	0.277702207	3	8017	11	0.877958008
0.971915237	0.478369394	2	10495	11	0.191812296
0.27065165	0.276241408	1	10758	10	0.76409457
0.102177378	0.121980781	5	8406	12	0.523059816
0.274198936	0.423005752	1	9559	8	0.689785242
0.271065813	0.302366955	3	10446	10	0.201292837
0.904220177	0.03666072	3	11404	9	0.472157475
0.832803766	0.83995369	4	9719	12	0.394618464
0.647071775	0.738642984	4	11670	10	0.799154587
0.221677325	0.546054323	1	8463	9	0.052149788
0.376986391	0.819932641	3	10618	10	0.492546699
0.147946356	0.3618483	5	10277	11	0.035423095
0.159309569	0.123362147	3	11048	9	0.007313718
0.125045936	0.411023861	5	11740	10	0.258722097
0.086540247	0.242461146	2	9881	11	0.708424478
0.180066621	0.060631255	4	10245	8	0.68577184
0.338887047	0.323846041	3	9006	12	0.023013283
0.957638391	0.159536929	3	10313	10	0.688994956
0.153332273	0.800770859	4	8802	8	0.002158655
0.917711871	0.036993602	2	11099	12	0.737659897
0.105078083	0.048022863	1	10056	10	0.171702082
0.359745954	0.016831831	1	9136	8	0.138693872
0.748181291	0.82108589	1	9567	11	0.367732282
0.131604136	0.975668228	2	11570	11	0.267373795
0.421239473	0.764939997	3	11152	11	0.452661096
0.592986025	0.733064141	2	9390	11	0.665998183
0.781935683	0.663561593	4	8161	10	0.63401673
0.009892974	0.595017551	1	11606	11	0.60689229
0.861955243	0.81675524	5	9952	9	0.030521203
0.701054757	0.829637151	4	11829	10	0.413308113
0.51123548	0.040250643	5	10405	9	0.471185593
0.856113412	0.192791568	2	9390	8	0.078917557
0.886231593	0.784645833	5	10932	9	0.115463143
0.416004128	0.764043669	4	11609	10	0.165750261
0.551285266	0.674359587	1	10422	10	0.714508837
0.699340792	0.403627814	5	9752	11	0.175298641
0.800400368	0.958144609	2	11616	10	0.501336965
0.242999474	0.915630941	4	11470	12	0.033572708
0.474856789	0.287723836	1	9118	9	0.971567694
0.222937525	0.593294839	3	10089	8	0.930314454
0.459687791	0.432956878	1	11273	9	0.191026751
0.610602537	0.526075137	2	9641	11	0.877107789
0.177771228	0.290883495	2	10720	9	0.264654512
0.085639865	0.823779459	3	9420	12	0.015926151
0.505391256	0.612996236	4	11337	10	0.272348129
0.39241435	0.909663131	4	10113	12	0.33449369
0.411650452	0.664111916	3	11208	9	0.36163789
0.455024845	0.816195458	2	8475	11	0.863246932
0.064736019	0.625173247	3	10715	12	0.129535475
0.931847953	0.849134106	5	8769	10	0.970174098
0.387198296	0.086298143	2	10856	10	0.741177723
0.640177712	0.581189462	2	10885	11	0.124989895
0.45179982	0.656450324	1	8674	8	0.433519487
0.091383545	0.158775745	3	8652	9	0.948561556
0.748612315	0.286103084	2	9670	10	0.892765049
0.610797814	0.665714467	4	8347	10	0.280431304
0.905136313	0.621306334	3	9355	11	0.048613938
0.677231024	0.700661181	2	10018	8	0.661867383
0.951618202	0.437165831	1	8284	11	0.890200706
0.206180221	0.840958813	3	8049	11	0.761770789
0.482614162	0.227588055	1	9788	12	0.416134887
0.000788977	0.936693331	5	10610	10	0.931602954
0.261569518	0.965842974	4	8781	9	0.053497117
0.563496623	0.771195966	2	8540	10	0.587161331
0.749520999	0.162711549	5	9796	10	0.615276995
0.319692596	0.448395684	2	11790	11	0.051969251
0.64344683	0.779341762	3	10037	9	0.243295352
0.925104773	0.594863366	4	10755	9	0.143796955
0.698152662	0.76316063	4	10269	9	0.699237965
0.294171037	0.947253675	1	8756	11	0.392126514
0.563761347	0.794389668	4	10027	11	0.949381896
0.889397356	0.587369202	2	10848	11	0.253785014
0.110589178	0.03419864	3	8674	9	0.333401063
0.510220757	0.856105002	5	10907	11	0.231042095
0.337669391	0.449788165	3	11690	10	0.522866069
0.248142253	0.886326818	3	10849	12	0.247027153
0.843446192	0.814025629	5	9966	10	0.35454263
0.640664465	0.514557485	4	8177	10	0.433310993
0.061211528	0.135522508	5	10214	12	0.07682618
0.450938023	0.004563598	3	11530	12	0.072827268
0.841494321	0.853050351	4	10721	12	0.241797152
0.709978782	0.84736339	4	11013	9	0.130629568
0.297723824	0.943025733	4	10546	8	0.904515368
0.654180977	0.990247415	2	11372	10	0.821800347
0.64521058	0.975617392	5	8641	9	0.625210344
0.008676965	0.768836498	5	9500	12	0.032027734
0.431858482	0.596648328	4	10844	10	0.770382977
0.612932249	0.912254901	2	9220	10	0.710787662
0.511272116	0.183468278	4	11180	11	0.786110898
0.026854125	0.509565247	4	8225	11	0.197693934
0.308341059	0.181455081	3	10466	11	0.769838585
0.634041002	0.507791394	5	11001	10	0.274079652
0.483438093	0.06368492	3	9753	12	0.418645501
0.597306882	0.478416357	4	8260	9	0.62637201
0.300400993	0.914280341	5	8507	9	0.82545325
0.369239371	0.479856522	3	11362	8	0.108329842
0.673580446	0.200586186	1	9610	11	0.248479152
0.858762564	0.273055321	5	11466	12	0.448742
0.941651287	0.305593128	3	11811	11	0.955779266
0.460531784	0.176533411	1	10230	11	0.900932262
0.680418441	0.512368225	5	8585	9	0.630587501
0.709699843	0.218660366	4	8458	12	0.818421771
0.885601633	0.883114244	1	9280	8	0.08318318
0.457548613	0.090703849	5	11220	10	0.919301461
0.026245684	0.614918547	1	8767	8	0.084423848
0.398763234	0.397837438	5	11537	12	0.662214333
0.076631734	0.352776665	5	10154	10	0.20088074
0.486431447	0.485726517	2	11203	10	0.03026848
0.462303857	0.16021595	5	10019	9	0.85223485
0.834383931	0.94298933	4	10111	12	0.947403897
0.063506926	0.824224292	1	9895	8	0.419790531
0.233115933	0.114921726	5	11614	9	0.98160377
0.739274155	0.510898534	1	10192	10	0.239102147
0.294347703	0.955398253	5	11457	10	0.723023183
0.883691788	0.077050214	3	8672	8	0.46080036
0.499051926	0.48778153	5	9589	8	0.486716886
0.924894344	0.748092328	4	10301	11	0.262568214
0.53054251	0.254790349	1	11281	11	0.391724039
0.940800022	0.688897361	5	10129	12	0.825513389
0.618372055	0.336822701	5	11804	12	0.711172105
0.240478554	0.447914602	1	10319	12	0.096314539
0.701379637	0.315095025	3	9652	9	0.758788972
0.323429506	0.043082212	2	11409	8	0.117001915
0.514546895	0.775854681	2	8864	12	0.180567928
0.087228424	0.308948317	1	8762	11	0.95779429
0.50868342	0.800240882	4	10937	10	0.262564214
0.41462693	0.681380341	4	10235	12	0.253565062
0.177165053	0.942905316	4	9007	11	0.19483846
0.808072798	0.456370072	3	8836	8	0.143373548
0.24789693	0.251735139	2	11141	12	0.3452437
0.4789545	0.678648408	3	11759	12	0.640485161
0.852162816	0.732607004	2	10311	12	0.754666381
0.009195757	0.83975758	5	9975	12	0.784693719
0.701454904	0.8173093	4	11326	9	0.685850551
0.12460376	0.507464175	3	10896	8	0.352279574
0.565703822	0.382382606	1	10788	9	0.559219874
0.216640708	0.408083444	3	10281	10	0.487871439
0.956983274	0.10471284	1	8418	9	0.303942414
0.804476199	0.089834982	1	8226	10	0.203321504
0.606416244	0.156561078	2	10303	11	0.839185717
0.834083277	0.715676861	4	11699	8	0.663220646
0.456727101	0.746506046	2	10211	8	0.412781937
0.308413724	0.542561607	2	9825	11	0.444389861
0.048758401	0.170217019	4	11537	10	0.479608002
0.565822963	0.260333017	5	10400	11	0.027898404
0.77303342	0.599059029	2	11200	10	0.156797203
0.07727017	0.877328343	4	10939	11	0.776703929
0.052743384	0.336172303	3	9055	11	0.768402459
0.570328688	0.563274153	3	10140	12	0.076443808
0.883543654	0.412093445	3	11006	12	0.661319288
0.173112553	0.107030018	4	8677	12	0.167686638
0.453900599	0.482834824	3	10037	9	0.169416914
0.04353394	0.537704574	3	11085	9	0.416028635
0.187678942	0.649097583	3	8517	10	0.381110085
0.535626893	0.092942708	1	10509	10	0.594500777
0.637428428	0.297013029	2	10321	10	0.189526936
0.152746641	0.590715449	3	11466	12	0.729697691
0.286189508	0.407011868	2	10535	8	0.655490419
0.956243157	0.371000044	5	9941	8	0.717301517
0.367539433	0.480810378	2	11607	8	0.74550411
0.523395874	0.057046344	1	8635	10	0.021596445
0.436840272	0.8078411	1	9604	8	0.990157222
0.303231029	0.06018642	2	11413	11	0.704191354
0.387484296	0.120097865	1	9912	10	0.698467971
0.891777908	0.504149732	4	11790	10	0.12260669
0.187851833	0.421082913	2	9105	10	0.905855497
0.767230945	0.910185645	2	10364	11	0.123085286
0.640353119	0.481625208	4	11702	10	0.731525237
0.848095898	0.132840831	4	10422	9	0.032128774
0.857683761	0.272720458	4	8840	10	0.775954444
0.957104911	0.257247348	3	8265	11	0.967809821
0.059488012	0.007197927	2	9012	9	0.525672804
0.261360554	0.926961432	5	11488	12	0.13100063
0.008017569	0.227347937	5	10458	8	0.124138475
0.198906454	0.905265829	3	10507	9	0.538034978
0.34817143	0.699448662	4	11956	9	0.5877537
0.198790152	0.955100818	1	10718	10	0.128652281
0.394090468	0.937140498	4	10833	12	0.545388503
0.572248371	0.561676556	2	9945	11	0.527990995
0.971481003	0.395791536	5	10237	9	0.108795741
0.469450384	0.259987632	1	8518	11	0.787487922
0.903188454	0.384311852	1	11110	12	0.283353882
0.304192508	0.581649792	5	8778	10	0.962380635
0.922019107	0.369305161	3	11941	10	0.359187043
0.472052387	0.714746048	1	8123	8	0.127830473
0.795052065	0.554125581	3	9890	11	0.243189672
0.71212368	0.592623177	4	9483	9	0.990771043
0.109910595	0.87883043	3	11989	8	0.213929474
0.230724265	0.531831461	1	10067	11	0.353968753
0.196197527	0.416659934	3	10068	11	0.821187767
0.856395258	0.7351663	2	10101	9	0.965418684
0.421378482	0.492624339	5	10069	8	0.118082468
0.632443088	0.471049237	4	9328	8	0.583486691
0.665008489	0.184068866	3	8885	10	0.504691514
0.596837637	0.824048024	3	10222	9	0.84311315
0.460066572	0.679818112	4	8844	9	0.816220896
0.399224455	0.553064235	4	9524	9	0.829980451
0.091930833	0.266973585	2	11812	8	0.948258152
0.787621815	0.885795313	1	10659	10	0.034949761
0.755930095	0.567717546	2	11255	9	0.5036326
0.440865644	0.462487017	2	8402	9	0.356703282
0.447007838	0.355775182	1	10564	9	0.13689559
0.356285289	0.593961644	2	8562	9	0.638567919
0.304934594	0.101889943	5	9529	9	0.331975494
0.248594607	0.227502271	5	9572	12	0.986725322
0.402522469	0.310228518	2	9266	9	0.82749842
0.498588109	0.998099213	5	9125	12	0.954988421
0.022868373	0.275497549	4	10305	12	0.167876045
0.663812626	0.711435441	4	8653	11	0.560717731
0.874029862	0.929751553	3	11094	11	0.213781704
0.657637747	0.50768475	3	9627	11	0.108400249
0.44350989	0.607464679	4	9809	9	0.00983837
0.377816304	0.695242265	5	11408	8	0.964574999
0.795418074	0.417756447	1	11146	10	0.753491862
0.736774596	0.124669875	2	11605	9	0.878943965
0.446817046	0.819974929	5	9245	10	0.257333481
0.941272568	0.020761686	5	9470	9	0.640439505
0.602574865	0.919713664	5	8428	8	0.922466832
0.779615308	0.500436969	3	9650	10	0.154868258
0.924212515	0.722617504	5	10723	11	0.050580734
0.334838327	0.106128216	2	11276	9	0.72526441
0.569434663	0.146508107	2	10954	11	0.503008256
0.793931217	0.856261917	4	9577	10	0.946852318
0.533160906	0.914609422	1	9295	12	0.520860004
0.087290605	0.539304562	2	11185	8	0.158110156
0.986532582	0.612800134	3	11227	11	0.532118616
0.100723676	0.753398399	5	8192	9	0.525854636
0.357730613	0.518957987	4	9683	11	0.630865981
0.432602587	0.069806136	1	11152	11	0.367720432
0.454916493	0.195358326	3	10813	9	0.910531415
0.030906344	0.274385396	5	8818	11	0.123802479
0.74505023	0.144966419	4	9551	8	0.356272448
0.771191286	0.663242688	1	9448	12	0.046452259
0.520793462	0.122433942	5	8875	9	0.560384637
0.929943549	0.529696795	3	11861	10	0.151240915
0.605732457	0.408323007	3	10913	10	0.207551323
0.689382306	0.206701651	3	11178	9	0.472150527
0.506345853	0.53349537	3	9020	10	0.37119259
0.155732738	0.737062563	5	11228	12	0.112400125
0.080750498	0.0901922	1	8951	12	0.669808994
0.912918968	0.348869326	3	10710	8	0.630736222
0.523249803	0.048799026	3	10326	12	0.159680409
0.355351296	0.152847108	2	8543	8	0.693231065
0.139262056	0.521155309	3	9527	10	0.816879396
0.280506752	0.080341868	4	11041	11	0.763720969
0.119387117	0.299511691	2	9947	10	0.78529356
0.868977984	0.343819349	2	11213	12	0.849483652
0.178038273	0.751014058	4	11345	12	0.426752769
0.562692262	0.225297223	2	10833	9	0.195567757
0.594882266	0.731115414	4	9010	8	0.482221621
0.120467081	0.536492521	2	11309	8	0.786845075
0.167685625	0.855673171	1	9247	11	0.629265323
0.522596991	0.675755164	4	11790	10	0.469527384
0.065629132	0.754951456	2	11998	9	0.231425268
0.702422364	0.998826964	2	11317	12	0.150183553
0.01215557	0.597841731	2	8382	8	0.276824364
0.833199373	0.907142543	4	11480	8	0.742237665
0.653040237	0.745699804	5	9970	10	0.731138403
0.072623951	0.852700306	5	8137	9	0.444044899
0.622538789	0.927693451	3	8986	10	0.247598132
0.574923294	0.079519344	1	9147	8	0.51754098
0.288018848	0.188571801	3	11841	10	0.416197537
0.129492227	0.933661506	5	10453	12	0.436117766
0.241225779	0.602699768	1	11481	10	0.089979138
0.313005208	0.095060058	1	10746	9	0.607833631
0.011833362	0.97593385	2	10334	11	0.761354589
0.245548249	0.218858291	3	9950	11	0.721002162
0.696626962	0.52860654	4	8843	8	0.21869841
0.030121867	0.906956929	1	9499	8	0.796715406
0.817385292	0.040976824	4	11115	11	0.139907984
0.829405685	0.780828198	3	11396	8	0.979447354
0.752595341	0.677684668	5	9131	8	0.967714924
0.857652131	0.350020611	4	8460	9	0.751519318
0.710061897	0.942906704	5	9036	10	0.595270605
0.857831264	0.414411171	1	10953	12	0.917897418
0.561133084	0.418768146	4	10485	12	0.746573132
0.100826136	0.665096379	5	9891	11	0.587964975
0.719902455	0.771245012	5	11014	8	0.022086105
0.174673503	0.193965454	2	10394	11	0.271952042
0.906229788	0.858191483	4	10327	11	0.502821368
0.776094563	0.044863197	2	10557	12	0.177348195
0.22299171	0.870855115	4	9305	12	0.607043798
0.780538448	0.396835729	2	11908	8	0.611256348
0.62853137	0.239921562	5	11888	11	0.504103582
0.188052292	0.646980612	5	11659	9	0.100368206
0.412576676	0.716428742	4	11858	11	0.709305495
0.460730053	0.967273848	5	9832	9	0.579853092
0.527381245	0.288477843	5	10332	11	0.057391139
0.411627755	0.704740457	4	11666	12	0.89905435
0.931458162	0.459342245	2	10492	12	0.99156921
0.835519377	0.688503895	5	11039	12	0.055027523
0.747727514	0.978147507	4	11899	10	0.851093698
0.009060482	0.677015212	1	11561	12	0.460944397
0.72843229	0.61326019	1	10183	10	0.093981511
0.375763997	0.764000894	3	8168	9	0.491071634
0.485554218	0.486912261	1	11020	10	0.687070152
0.92082809	0.065294826	1	9785	8	0.100504279
0.328985056	0.556590319	4	8553	11	0.393794233
0.139193363	0.305886374	2	11142	10	0.008669494
0.499480665	0.210081066	1	11929	10	0.507103308
0.894012453	0.422250276	4	10094	8	0.577742243
0.337479549	0.283163944	1	10691	11	0.287094475
0.639768519	0.685038188	3	11506	10	0.920314124
0.257863355	0.292192501	1	11167	10	0.368412065
0.401396843	0.884478383	4	8159	10	0.049433387
0.358740692	0.373392065	4	10599	10	0.782930342
0.127138347	0.49200208	4	11187	8	0.32621006
0.270164418	0.355678285	1	10773	9	0.172740357
0.036296507	0.968205408	3	9667	10	0.364692089
0.367691242	0.065355664	5	11051	8	0.655627261
